task_achievement,coherence_and_cohesion,lexical_resource,grammatical_range,ID
7.0,7.0,6.5,6.5,91
6.5,6.0,6.5,6.0,92
7.5,7.5,6.5,6.0,93
7.0,7.0,6.5,6.5,94
7.0,7.5,6.5,6.5,95
6.5,6.5,6.5,6.5,96
8.0,8.0,7.0,7.0,97
6.5,6.5,6.5,6.5,98
7.0,7.0,6.5,6.5,99
6.5,7.0,6.0,6.5,100
7.0,7.5,7.0,7.0,101
6.5,6.5,6.0,6.0,102
7.5,7.5,7.0,7.0,103
3.5,2.5,1.5,1.5,104
6.5,7.0,6.5,6.0,105
7.5,8.0,7.5,7.0,106
7.5,7.5,7.0,7.0,107
7.5,7.5,7.0,7.0,108
6.5,6.5,6.0,6.0,109
7.5,7.5,7.0,7.5,110
7.5,7.5,7.0,7.0,111
0.0,0.0,0.0,0.0,112
5.0,5.5,4.5,5.0,113
8.0,8.0,7.5,7.5,114
7.5,7.5,7.0,7.0,115
7.0,7.5,6.5,6.5,116
7.0,7.0,6.5,6.5,117
6.5,6.5,6.0,6.0,118
6.5,6.5,6.0,6.0,119
7.0,7.5,6.5,6.5,120
7.0,7.0,6.5,6.5,121
6.5,6.0,6.0,5.5,122
7.5,7.5,7.0,7.0,123
5.5,4.5,5.0,4.5,124
6.5,6.0,6.0,5.5,125
7.0,7.5,6.5,6.5,126
7.0,7.0,6.5,6.5,127
7.0,7.0,6.5,6.5,128
6.5,6.5,6.0,6.0,129
6.5,7.0,6.5,6.5,130
7.0,7.0,6.5,6.5,131
7.5,7.5,6.5,7.0,132
7.0,7.0,6.5,6.5,133
7.0,6.0,6.0,6.0,134
6.5,7.0,6.0,6.0,135
7.0,7.5,6.5,6.5,136
6.5,6.5,6.0,6.0,137
7.0,7.0,6.5,6.5,138
6.0,6.0,5.5,5.5,139
7.0,7.5,7.0,7.0,140
6.0,6.0,5.5,6.0,141
7.0,6.5,6.0,6.0,142
7.0,7.0,6.5,6.5,143
7.0,7.0,6.5,6.0,144
7.0,7.5,6.5,6.5,145
6.5,6.5,6.5,6.0,146
7.0,7.0,6.5,6.5,147
7.0,7.0,6.5,6.5,148
6.5,7.0,6.5,6.0,149
7.0,7.0,6.5,6.5,150
7.0,7.0,6.5,6.5,151
6.5,7.0,6.5,6.0,152
7.0,7.5,6.5,7.0,153
7.5,7.5,7.0,6.5,154
7.0,7.0,6.5,6.5,155
7.5,7.5,7.0,6.5,156
6.5,6.5,6.0,6.0,157
6.5,6.5,6.5,6.5,158
7.0,7.0,6.5,6.5,159
6.5,6.5,6.0,6.5,160
7.0,7.0,6.5,6.5,161
6.5,7.0,6.5,6.5,162
7.0,7.0,6.5,6.5,163
7.0,7.5,6.5,7.0,164
7.0,7.0,6.5,6.0,165
7.5,7.5,6.5,6.5,166
6.5,6.0,5.5,5.5,167
7.5,7.5,7.0,7.0,168
5.5,5.0,5.0,5.0,169
6.5,7.0,6.5,6.5,170
5.5,5.5,5.0,5.0,171
7.0,7.5,6.5,6.5,172
7.5,7.5,6.5,6.5,173
7.5,7.5,6.5,6.5,174
6.5,6.0,6.0,6.0,175
7.0,7.5,6.5,6.5,176
5.0,4.5,4.0,4.0,177
4.5,4.0,4.0,3.5,178
6.5,7.0,6.5,6.5,179
6.0,5.5,5.0,5.0,180
7.0,7.0,6.5,6.5,181
7.5,8.0,7.0,7.0,182
5.0,4.5,4.5,4.5,183
6.0,5.5,5.5,5.5,184
7.0,7.5,7.0,7.0,185
7.0,7.5,7.0,7.0,186
7.0,7.0,6.5,6.5,187
6.5,7.0,6.5,6.5,188
4.0,4.0,4.0,4.0,189
3.5,2.5,2.5,3.0,190
6.5,6.5,6.0,6.0,191
6.5,6.5,6.5,6.5,192
6.5,6.5,6.0,6.0,193
6.5,6.0,6.0,6.0,194
6.5,7.0,6.0,6.5,195
7.0,7.0,6.5,6.5,196
6.5,6.5,6.0,6.0,197
7.5,7.5,6.5,6.5,198
5.0,4.5,4.5,4.0,199
7.0,7.0,6.5,6.5,200
7.5,7.5,7.0,7.0,201
8.0,7.5,7.0,7.0,202
7.0,7.5,6.5,6.5,203
7.0,7.0,7.0,7.0,204
6.5,6.5,6.0,6.0,205
7.5,7.5,6.5,6.5,206
7.5,7.5,7.0,7.0,207
6.5,7.0,6.0,6.5,208
6.5,6.0,5.5,5.5,209
7.5,7.5,7.0,6.5,210
6.5,6.5,6.0,6.0,211
7.0,7.5,6.5,6.5,212
7.0,7.5,7.0,6.5,213
7.0,7.0,7.0,6.5,214
7.0,7.0,6.5,6.0,215
6.5,7.0,6.5,6.5,216
6.0,5.5,5.5,5.5,217
7.0,7.0,6.5,6.5,218
7.0,7.0,6.5,6.5,219
7.0,7.5,6.5,6.5,220
7.5,7.5,7.0,7.0,221
7.0,7.5,6.5,6.5,222
6.0,5.5,5.0,5.5,223
6.0,6.0,6.0,6.0,224
6.0,6.5,5.5,5.5,225
7.0,7.5,7.0,7.5,226
6.5,7.0,6.5,6.5,227
6.5,7.0,6.5,6.5,228
6.5,7.0,6.0,6.0,229
6.5,6.0,5.5,5.5,230
7.0,7.0,6.5,6.5,231
7.0,6.5,6.5,6.5,232
7.0,6.5,6.0,6.0,233
7.0,7.5,7.0,6.5,234
6.0,6.0,5.5,5.5,235
3.5,3.5,3.5,3.5,236
5.0,4.5,5.0,4.5,237
6.5,6.5,6.0,6.0,238
6.5,6.5,6.0,6.0,239
7.0,7.5,6.5,6.5,240
5.5,5.5,5.5,5.5,241
7.0,7.0,6.5,6.5,242
7.0,7.0,6.5,6.5,243
7.5,7.5,7.0,7.0,244
6.0,6.5,6.5,6.0,245
7.0,7.0,6.5,6.5,246
7.0,7.0,6.5,7.0,247
7.0,7.5,6.5,6.5,248
7.0,7.5,7.0,7.0,249
6.0,5.5,5.5,6.0,250
6.5,6.5,6.0,6.0,251
7.0,7.5,6.0,5.0,252
7.5,7.0,6.5,6.5,253
7.5,7.5,7.0,6.5,254
7.0,7.0,6.5,6.5,255
7.5,7.0,6.5,6.5,256
7.0,7.5,6.5,6.5,257
6.5,6.0,6.0,5.5,258
6.5,7.0,6.5,6.0,259
6.5,7.0,6.5,6.0,260
6.5,6.5,6.0,6.0,261
7.5,8.0,7.0,7.0,262
5.5,6.0,5.5,5.0,263
7.0,7.0,6.5,6.5,264
6.0,6.0,5.5,5.5,265
7.0,7.0,6.5,6.5,266
7.0,6.5,6.0,6.0,267
7.5,7.0,7.0,6.5,268
7.0,7.5,7.0,6.5,269
6.5,7.0,6.0,6.5,270
7.0,7.0,6.5,6.5,271
6.5,6.5,6.0,6.0,272
6.0,6.0,6.0,6.0,273
6.0,6.0,5.5,5.5,274
5.0,5.5,5.0,4.5,275
7.0,7.0,6.5,6.5,276
7.0,7.5,6.5,6.5,277
7.5,8.0,7.0,7.0,278
7.5,7.5,7.0,6.5,279
7.0,7.5,7.0,6.5,280
3.5,2.5,3.0,3.0,281
6.5,7.0,6.5,6.0,282
7.5,8.0,7.0,7.0,283
6.5,7.0,7.0,6.5,284
7.0,7.5,6.5,6.5,285
7.0,7.0,6.5,6.0,286
7.5,8.0,7.0,7.0,287
6.5,7.0,6.5,6.5,288
6.5,7.0,6.5,6.5,289
6.5,6.5,6.0,6.0,290
7.0,7.0,6.5,6.5,291
7.0,7.0,6.5,6.5,292
7.0,7.0,6.5,6.0,293
7.5,7.5,7.0,7.0,294
6.5,6.5,6.0,6.0,295
6.5,6.0,6.0,6.0,296
7.0,7.5,6.5,6.0,297
6.5,7.0,6.0,6.0,298
6.0,5.5,5.5,5.0,299
7.0,7.0,6.5,6.5,300
7.0,7.0,6.0,6.5,301
7.0,7.0,6.5,7.0,302
4.0,3.5,4.0,3.5,303
7.5,7.5,7.0,7.0,304
7.0,7.5,7.0,7.0,305
7.0,6.5,6.5,6.0,306
7.0,7.0,6.5,6.0,307
6.5,6.0,6.0,6.0,308
6.5,6.5,6.0,6.0,309
6.5,6.0,5.5,6.0,310
6.5,7.0,6.5,6.5,311
7.0,7.0,6.5,6.5,312
6.5,6.5,6.5,6.0,313
6.0,4.5,5.0,4.5,314
3.0,2.5,2.5,2.5,315
7.5,7.5,7.0,7.0,316
7.5,7.5,7.0,7.0,317
7.0,7.5,7.0,6.5,318
6.0,6.0,6.0,5.5,319
7.0,6.5,6.5,6.0,320
6.5,6.5,6.0,6.0,321
6.0,5.5,5.5,5.5,322
7.5,7.5,7.0,7.0,323
5.5,5.5,5.0,5.0,324
6.5,6.5,6.0,6.0,325
7.0,7.5,6.5,6.5,326
1.5,1.0,1.5,1.0,327
7.0,7.0,6.5,6.0,328
6.5,6.5,6.5,6.0,329
5.5,5.5,5.5,5.0,330
6.5,7.0,6.5,6.5,331
7.0,7.5,6.5,6.5,332
7.5,7.5,6.5,6.5,333
6.5,7.0,6.0,6.0,334
3.5,2.5,3.0,2.5,335
6.5,6.5,6.0,6.0,336
7.5,7.5,7.0,6.5,337
6.0,6.5,5.5,6.0,338
7.0,7.5,7.0,7.0,339
7.0,7.0,6.5,6.0,340
7.0,7.0,6.5,6.5,341
6.5,7.0,6.5,6.5,342
6.5,6.5,6.0,6.0,343
7.0,7.5,7.0,6.5,344
7.0,7.0,6.5,6.5,345
7.0,7.5,6.5,6.5,346
7.0,7.0,6.5,6.5,347
7.0,7.5,6.5,6.5,348
6.5,6.5,6.0,6.0,349
6.5,6.5,6.0,6.0,350
7.0,7.5,7.0,6.5,351
7.0,7.0,6.5,6.5,352
7.5,7.5,7.0,7.0,353
7.0,7.0,6.5,6.5,354
4.5,4.5,4.5,4.0,355
7.0,7.0,6.5,6.5,356
7.5,7.5,7.0,7.0,357
7.0,7.0,6.0,6.0,358
7.5,8.0,7.0,7.0,359
7.5,8.0,7.0,7.0,360
6.5,6.5,6.5,6.5,361
6.5,6.0,6.0,6.0,362
3.0,3.0,3.0,2.0,363
7.0,7.0,6.5,6.5,364
7.0,7.0,7.0,7.0,365
6.5,7.0,6.5,6.0,366
7.0,8.0,7.0,7.5,367
7.5,8.0,7.0,7.0,368
7.0,7.0,6.5,6.5,369
7.5,8.0,7.0,7.0,370
7.5,7.5,7.0,7.0,371
6.5,6.5,6.0,6.0,372
6.5,6.5,6.0,6.0,373
7.0,6.5,6.5,6.5,374
6.5,7.0,6.0,6.5,375
7.0,7.0,6.5,6.5,376
7.0,7.5,7.0,7.0,377
7.0,7.0,6.5,6.5,378
7.5,7.5,7.0,7.0,379
7.0,7.5,6.5,6.5,380
4.5,3.5,4.0,4.0,381
6.5,6.5,6.0,6.0,382
6.5,6.5,6.0,6.0,383
6.5,6.5,6.0,6.0,384
6.0,5.5,5.5,5.0,385
7.0,7.0,7.0,6.5,386
6.5,7.0,6.0,6.0,387
7.0,7.5,6.5,6.5,388
8.0,8.0,7.0,7.0,389
7.5,7.5,7.0,7.0,390
7.0,7.0,6.5,6.0,391
7.5,7.5,7.0,7.0,392
6.5,6.0,5.5,5.0,393
6.5,6.0,6.0,6.0,394
7.5,8.0,7.0,7.0,395
5.5,5.0,5.5,5.0,396
6.0,6.5,6.0,6.0,397
7.0,7.5,7.0,7.0,398
6.5,6.5,6.0,6.0,399
7.0,7.0,7.0,6.5,400
6.5,5.5,6.0,5.5,401
5.5,5.0,5.0,5.0,402
7.0,7.5,6.5,6.5,403
6.5,7.0,6.5,6.0,404
6.5,6.5,6.0,6.0,405
5.0,4.5,5.5,5.0,406
6.5,7.0,6.5,7.0,407
8.0,8.0,7.5,7.0,408
6.5,7.0,6.0,6.0,409
7.0,7.5,6.5,6.5,410
7.0,7.0,6.5,6.5,411
6.5,7.0,6.5,6.0,412
6.5,7.0,6.0,6.0,413
6.5,6.5,6.0,5.5,414
6.5,6.0,5.5,5.0,415
7.0,7.0,6.5,6.5,416
6.5,6.5,6.0,6.0,417
7.5,7.5,7.0,6.5,418
7.0,6.0,7.0,6.5,419
7.0,8.0,7.0,7.0,420
6.0,5.5,5.5,5.5,421
7.5,8.0,7.0,7.0,422
5.5,5.0,5.0,5.0,423
6.5,6.0,6.0,6.5,424
7.0,7.0,6.5,6.5,425
6.0,5.5,5.5,5.5,426
7.0,7.5,6.5,6.0,427
6.5,6.0,6.0,6.0,428
7.0,7.0,6.5,6.5,429
7.0,7.0,6.5,6.5,430
7.0,7.5,6.5,6.5,431
6.0,6.0,5.5,5.5,432
7.0,7.0,6.5,6.5,433
6.5,6.0,6.0,5.5,434
8.0,8.0,7.0,7.0,435
7.0,7.0,6.5,6.5,436
5.5,4.5,5.0,4.5,437
7.0,7.0,6.5,6.5,438
6.0,6.0,6.0,5.5,439
7.5,7.5,6.5,6.0,440
7.0,7.5,7.0,6.5,441
7.5,8.0,7.0,7.0,442
5.5,5.5,5.5,5.5,443
4.0,4.0,3.0,3.0,444
6.5,6.0,6.0,5.5,445
7.5,7.0,7.0,6.5,446
4.5,3.5,4.5,3.5,447
7.0,6.5,5.5,5.5,448
6.5,7.0,6.5,6.5,449
6.5,7.0,6.0,6.5,450
3.0,1.0,1.0,2.0,451
8.0,8.0,7.5,7.5,452
7.5,7.5,6.5,6.5,453
5.5,5.0,5.0,5.0,454
5.0,4.5,4.0,4.5,455
7.5,7.5,6.5,6.5,456
7.0,6.5,6.5,6.5,457
7.0,7.0,6.5,6.5,458
7.0,7.5,6.5,7.0,459
7.0,8.0,6.0,6.0,460
7.5,8.0,7.0,7.0,461
6.5,6.5,6.0,6.0,462
8.0,8.0,7.0,7.0,463
7.5,7.5,7.0,7.5,464
7.5,7.5,6.5,6.0,465
4.5,4.5,4.0,4.0,466
7.0,7.0,6.5,6.5,467
8.0,8.0,7.5,7.0,468
6.0,5.5,5.0,5.0,469
7.0,7.5,6.5,7.0,470
6.5,7.0,6.0,6.0,471
6.5,7.0,6.5,6.5,472
3.0,2.0,2.0,2.0,473
