task_achievement,coherence_and_cohesion,lexical_resource,grammatical_range,ID
6.8348074,6.6929007,6.4855075,6.2455583,210
5.5555906,5.922898,5.362727,5.1469316,211
6.820594,6.7097893,6.386477,6.4790626,212
6.56607,6.460751,5.978336,6.405539,213
7.094982,6.665911,6.109048,6.604869,214
6.330701,6.089224,5.0956845,5.7552676,215
6.689457,6.6706886,6.3056064,6.2971606,216
6.7590694,6.6527476,6.260076,6.480696,217
6.9566374,6.8662324,6.6294804,6.6868334,218
6.6525187,6.9108486,6.1454988,6.226361,219
6.778224,6.940046,6.6545644,6.4719825,220
7.005911,6.841218,6.5440373,6.641358,221
7.1290946,6.7383714,6.4024158,6.609498,222
6.742487,6.59952,5.5330906,5.837777,223
6.8655353,6.841382,6.5665083,6.2918506,224
6.5108743,6.349375,5.6501503,5.6403537,225
7.2909937,6.9000225,6.614587,6.709435,226
7.2103148,6.846139,6.503014,6.465719,227
6.94283,6.807756,6.1810346,6.436582,228
6.252188,6.6714473,5.537794,5.1910458,229
5.7732606,6.0200033,4.2574534,5.047267,230
6.738291,6.774089,5.9299965,6.086428,231
7.1499414,6.8675447,6.444484,6.536792,232
7.0917335,6.9544806,6.301883,6.4216056,233
7.2861204,6.9487395,6.574086,6.6285596,234
7.2308908,6.879355,6.221564,6.475795,235
5.076392,5.54891,4.165478,3.3023171,236
5.7521434,6.157132,4.820803,4.553845,237
6.827633,6.4955254,6.399542,6.480696,238
6.516086,6.7487054,6.016354,5.933493,239
6.367656,6.5852494,5.813198,5.9096665,240
6.338011,6.8557343,5.910138,5.334824,241
6.939581,6.745589,6.4912558,6.6743073,242
6.9747763,6.901663,6.628435,6.6375456,243
7.0294647,6.8011947,6.3700156,6.4948564,244
6.519538,6.8054595,6.208805,6.016956,245
7.094982,6.969571,6.7601275,6.7698874,246
6.4101615,6.4627194,5.6804605,5.5445013,247
6.6544814,6.6695814,6.314621,6.415206,248
7.2861204,7.0105786,6.9236975,6.818358,249
6.8536234,6.5625315,6.1341324,6.120671,250
6.449553,6.7288985,6.043006,6.0945973,251
5.5729175,6.2138863,5.1907954,4.5603805,252
6.721979,6.5479326,6.0279818,6.193343,253
7.2184367,6.7828236,6.5675535,6.613038,254
6.553786,6.7580957,6.095918,6.460818,255
7.415531,7.050766,6.6783423,6.6615086,256
7.250925,6.864428,6.318802,6.649255,257
6.4674215,6.47863,5.935222,5.983053,258
6.3618355,6.489128,5.983692,6.208524,259
6.6912847,6.8680367,6.468001,6.574915,260
6.5579143,6.7820034,5.80353,5.7149663,261
7.200568,6.704776,6.4491873,6.59561,262
6.7718616,6.9871225,6.3807282,6.7007213,263
7.1580634,6.9160976,6.60518,6.7481027,264
6.591384,6.8294077,5.918238,5.460086,265
7.1290946,6.702254,6.1823735,6.3724537,266
7.1147456,6.749976,6.135896,6.4466577,267
6.6614194,6.693313,5.7930784,5.862149,268
7.470219,7.211515,6.8839808,6.839598,269
7.0855064,7.046829,6.2067146,6.550679,270
6.6304283,6.5066795,5.8155494,6.2076735,271
6.868649,6.6450386,6.2396297,6.5395145,272
6.4230213,6.6394615,5.8111076,6.046501,273
6.751015,6.926267,6.2475667,5.8565664,274
6.491246,6.859671,5.978336,5.6956325,275
6.5085053,6.787416,6.2741857,6.309551,276
7.265003,6.998112,6.6971555,6.655246,277
7.1404657,7.030098,6.822315,6.709435,278
7.019718,7.00615,6.6336613,6.6100426,279
6.884081,6.723547,6.2446594,6.3422275,280
4.7666726,4.7884684,3.304253,1.8057125,281
6.4415665,6.692215,6.0196204,6.001162,282
7.193529,6.774704,6.562589,6.672401,283
6.6550064,6.7961917,6.292672,6.479607,284
7.0310893,6.8238306,6.5970798,6.702355,285
6.8400865,6.8729577,6.244186,6.4523764,286
7.066555,6.896414,6.626606,6.6789365,287
6.9095297,6.8289156,6.333434,6.7072563,288
6.4584875,6.5723734,6.2947626,6.309823,289
6.996977,6.821862,6.474533,6.4207883,290
6.9766717,6.940538,6.5124207,6.414253,291
7.0392113,6.941686,6.6749454,6.58499,292
6.711353,6.758383,6.271116,6.1111574,293
6.8311524,6.874926,6.477538,6.8020196,294
5.7640553,6.1718946,5.0183415,5.58208,295
6.813555,6.884932,6.438736,6.3164945,296
7.135051,6.9042873,6.5333242,6.601601,297
6.0992236,6.404653,5.4499993,5.457907,298
6.1057215,6.202076,4.978625,5.12079,299
6.980191,6.8951015,6.5254855,6.575187,300
6.647857,6.7314,6.0738387,6.58853,301
7.409575,7.0151715,6.8907743,6.8221703,302
6.708307,6.893133,6.283592,6.424056,303
7.4593897,7.0665126,6.9628916,6.8918815,304
6.729627,6.898054,6.36688,6.628015,305
6.3680625,6.641471,5.860231,5.4595413,306
6.670641,6.5063515,6.0415688,5.654786,307
6.5777454,6.392843,5.740558,5.575,308
6.2094126,6.5353847,5.5064387,5.0951934,309
6.7585955,6.7563734,6.1715627,6.074481,310
6.8936915,6.69319,6.389874,5.58562,311
6.6574426,6.6689253,5.9992394,6.076285,312
6.2784495,6.44402,5.6041627,5.517815,313
5.6243567,5.466239,4.7330084,3.395991,314
6.071609,5.6237073,4.311803,5.267292,315
6.8655353,6.6711397,6.354991,6.2279944,316
7.0467916,6.9657984,6.6642323,6.424873,317
7.0007668,6.8102984,6.2508817,6.6489825,318
6.200749,6.587218,6.1087213,6.1236153,319
6.4212613,6.483387,5.97716,5.955142,320
6.3014617,6.834985,6.0062943,5.737568,321
6.410838,6.234226,5.6522408,5.3517075,322
7.194071,6.9572687,6.650384,6.767164,323
6.769628,6.796684,5.9885263,5.5668306,324
6.8973465,7.012055,6.3689704,6.23487,325
6.5235987,6.9146214,5.9122286,6.0875177,326
5.091553,5.1217766,1.8995367,2.6313503,327
7.099314,6.9943395,6.6239934,6.410713,328
7.2238517,7.013039,6.822838,6.6974535,329
6.433986,6.4966736,5.9843454,5.961677,330
7.23793,6.9238067,6.6864424,6.6903734,331
6.6120105,6.681135,6.3040385,6.5109224,332
6.97613,6.912161,6.4081645,6.225952,333
6.6949058,6.7070827,6.003028,5.590249,334
6.0832505,6.0537934,4.8323,4.882793,335
6.541738,6.421384,5.5816913,6.3374624,336
7.0624943,6.9813814,6.7326913,6.757906,337
7.155627,6.779297,6.4774075,6.6037793,338
7.372755,7.011727,6.9351945,6.7927613,339
6.0434527,6.062979,5.6783705,5.3489842,340
7.2086906,6.874434,6.7159686,6.7230506,341
6.4519897,6.541946,6.149614,6.3953276,342
6.830746,6.7834797,6.5006623,6.663687,343
6.413681,6.609444,5.5738525,5.34735,344
6.9425592,6.8010306,6.433902,6.618484,345
7.256881,6.978593,6.4787135,6.612766,346
7.0175524,6.926267,6.6323547,6.7116137,347
6.384171,6.7836437,5.8874054,6.431136,348
6.8701377,6.6982174,5.9603066,5.336458,349
7.130719,6.9064198,6.3774624,6.4160233,350
7.2958665,7.051422,6.825451,6.720872,351
7.0216136,6.8287516,6.5832314,6.3588386,352
7.3992867,6.868201,6.6830454,6.7568164,353
7.344057,7.0053296,6.787302,6.806921,354
6.8052974,6.825963,6.14171,6.3248,355
7.257964,6.964322,6.517385,6.5912533,356
6.8089523,6.846385,6.498833,6.7072563,357
6.4611945,6.4910965,5.642834,6.101303,358
7.3640914,6.979413,6.76065,6.807466,359
7.44856,7.024357,6.834335,6.836875,360
6.4054236,6.6618924,5.829137,5.3135843,361
7.088214,6.8823075,6.319455,6.2975693,362
3.9717984,3.9735687,2.6792378,0.98007464,363
6.908447,6.9561205,6.09938,6.4888654,364
7.020801,6.9533324,6.648816,6.637818,365
7.1285534,6.873942,6.418747,6.370548,366
6.881509,6.918558,6.1722484,5.7296705,367
6.9617815,6.879683,6.4269776,6.622841,368
7.3624673,7.0573273,6.7264204,6.812912,369
7.1902804,6.7780666,6.386869,6.605958,370
7.1962366,6.958253,6.6527357,6.767709,371
6.787429,6.497986,6.371583,6.1661124,372
6.9279394,6.603785,5.9988475,5.9325404,373
7.072511,6.9610415,6.7721467,6.7698874,374
6.6976466,6.71389,6.1323686,6.2473965,375
7.2184367,6.8326063,6.538811,6.637001,376
6.7747045,6.931188,6.662926,6.574915,377
6.5844126,6.7109065,6.1351776,6.0902405,378
7.291535,6.9618616,6.6057024,6.7388444,379
7.2422614,6.8431864,6.6644936,6.7638965,380
6.193168,6.383329,5.0883684,5.0777655,381
6.953659,6.9201984,6.4516697,6.28409,382
6.6177297,6.6817913,5.6407437,5.6790214,383
6.438859,6.775442,6.068874,5.669763,384
6.938498,6.901499,6.182439,5.6438937,385
6.682587,6.6476216,6.078411,6.140994,386
5.931369,6.317881,4.973399,4.98627,387
6.3482985,6.494377,5.5681043,5.776508,388
7.2585053,6.9377494,6.5636344,6.760084,389
7.127741,6.8778787,6.3467603,6.420516,390
6.619396,6.724736,6.0342526,6.4842362,391
7.1529193,7.1659145,6.6979394,6.6146717,392
6.2995667,6.4397554,5.5346584,5.1801534,393
5.4814095,6.0551057,4.3682423,4.526614,394
7.46318,7.090133,6.94042,6.83034,395
6.741133,5.8507247,5.4499993,5.54668,396
7.057892,6.7279553,6.1228967,6.399004,397
7.2032757,6.9375854,6.652213,6.7399335,398
5.553425,5.4787054,4.984896,4.959039,399
6.873928,6.8993664,6.4720507,6.679481,400
5.6617184,6.0869274,4.1372585,4.1355796,401
6.5803175,6.631301,5.7922945,5.8080955,402
6.9566374,6.8390856,6.3131185,6.7442904,403
6.224844,6.1866574,5.553994,6.185276,404
6.8547063,6.9608774,6.5001397,6.548501,405
5.6091957,5.83629,4.584594,4.5985036,406
6.795957,6.8105445,6.2710176,6.6111317,407
7.612625,7.1153936,6.9158587,6.8722754,408
6.409349,6.6918664,6.0416994,5.2378826,409
7.0213428,6.7608843,6.385693,6.253183,410
6.7495937,6.91905,6.4766235,6.640541,411
6.0158377,6.4819107,4.960857,5.465532,412
6.458352,6.3851333,5.546678,5.2563996,413
6.5612307,6.5512133,5.9054346,5.7656155,414
6.5039706,6.4850273,5.554517,5.9025865,415
6.7587986,6.6725545,5.852392,5.528163,416
6.8112535,6.930696,6.324289,6.1172333,417
6.3592634,6.616005,6.2350082,5.749005,418
6.4786572,6.587218,5.978728,5.8530264,419
7.296408,6.9272513,6.6467257,6.5996947,420
6.0602384,6.2768736,4.775861,4.7215867,421
7.2195196,6.936437,6.740269,6.569196,422
5.5972834,5.8546615,4.7309184,4.591968,423
6.572872,6.8148913,6.1357,6.022878,424
6.8762293,6.9423423,6.3516593,6.5727363,425
6.8999186,6.837117,6.403069,6.353392,426
7.147234,6.950216,6.652213,6.6296487,427
7.262837,6.9239707,6.278432,6.42215,428
7.066826,6.7320356,6.2955465,6.2192125,429
7.1434436,6.941686,6.4397807,6.4373994,430
6.999684,6.809068,6.3954916,6.323166,431
6.893421,6.8818154,6.175678,5.990542,432
6.7844505,6.9754763,5.7766166,6.202942,433
6.3733416,6.5918107,5.735855,5.2803626,434
7.176473,7.011891,6.6757293,6.695275,435
7.319691,7.0612636,6.826496,6.699087,436
6.059155,6.4640317,5.4745607,4.962307,437
6.7185946,6.8324423,6.493085,6.3521667,438
5.9779353,6.3585606,5.451567,5.4508276,439
7.123951,6.9948316,6.591854,6.644081,440
5.40777,5.7398405,5.2707515,5.0423656,441
6.8392744,6.9822016,6.4306355,6.6631427,442
6.767327,6.83031,6.071487,6.157705,443
7.2308908,6.8718095,6.571473,6.7159705,444
7.06466,6.775483,6.5401177,6.6100426,445
7.078738,6.885588,6.69402,6.723595,446
5.380697,6.012786,5.144808,4.3261952,447
6.442785,6.5958295,6.0911493,6.418338,448
7.1442556,6.8809953,6.513727,6.4855976,449
7.111226,6.964978,6.6817393,6.6756687,450
4.1060824,3.942075,2.4116728,2.4461808,451
7.324023,7.017468,6.9221296,6.7998414,452
6.812607,6.8299,6.2914968,6.53897,453
6.3947296,6.4961815,5.7099867,5.006965,454
6.8404927,6.879191,6.6409774,5.965081,455
6.5908084,6.582215,5.8103237,5.598146,456
7.072782,6.9612055,6.7721467,6.7698874,457
6.9393106,6.7913527,6.693236,6.7257733,458
6.91332,6.7568245,6.5840154,6.3438616,459
6.881509,6.7676506,5.9998927,6.435493,460
6.8766356,6.8663964,6.4959593,6.58853,461
6.512228,6.625519,5.7499647,5.512369,462
7.172412,7.012383,6.5531826,6.4692593,463
7.3099446,6.991059,6.6890554,6.7388444,464
6.8358903,6.851552,6.2850294,6.6628704,465
6.9929156,7.046173,6.640455,6.328748,466
6.9847937,6.9772806,6.85158,6.5672903,467
7.1447973,6.9011707,6.331344,6.590164,468
6.184776,6.521934,5.42596,4.9328976,469
7.64403,7.4044137,7.1060805,6.9370847,470
5.6850014,5.8382583,4.517702,4.4830446,471
7.1466923,6.9290557,6.7209334,6.7568164,472
6.033165,6.094473,6.0785418,4.7923865,473
